1.0261,1.0343,-1
0.98587,0.97163,-1
0.99489,1.0052,-1
1.0417,1.0039,-1
1.039,0.99091,-1
0.99423,1.0039,-1
1.0277,0.97359,-1
-1.001,-0.95108,-1
1.0367,1.0326,-1
0.99546,1.0048,-1
1.0436,0.99963,-1
-1.0001,-0.99846,-1
1.0185,0.98197,-1
0.99817,1.0024,-1
1.0046,0.98188,-1
-0.96769,-0.9971,-1
0.97916,1.0216,-1
-0.99778,-0.98939,-1
1.0005,0.96257,-1
-1.0223,-1.0089,-1
-0.9838,-0.97717,-1
-1.0236,-0.96048,-1
1.0026,1.0034,-1
-0.99365,-0.99719,-1
1.0116,1.0017,-1
1.0167,0.96933,-1
1.0483,0.99131,-1
0.99235,1.019,-1
0.99198,0.99982,-1
-1.0133,-1.0251,-1
0.98066,0.9689,-1
-1.0031,-0.99511,-1
-0.98292,-1.0374,-1
-1.0423,-1.0024,-1
1.0212,0.9905,-1
1.0386,0.98306,-1
0.97243,1.0055,-1
-0.98646,-0.99134,-1
1.0328,1.0262,-1
0.97822,1.0055,-1
1.0019,0.99097,-1
-0.99116,-1.0005,-1
-1.0317,-1.0343,-1
0.96513,1.0193,-1
-1.035,-0.97251,-1
1.0298,1.0167,-1
-1.0062,-1.0146,-1
-1.0284,-1.041,-1
0.97319,1.008,-1
-1.0294,-0.97818,-1
0.97788,1.0158,-1
-1.017,-0.99718,-1
0.97173,1.0006,-1
-0.95815,-1.0031,-1
-1.0022,-0.99975,-1
-0.99237,-0.98985,-1
0.96244,1.0203,-1
0.99438,1.023,-1
0.99523,0.98376,-1
1.007,0.9956,-1
-1.0002,-1.0065,-1
-1.0022,-1.0005,-1
-0.99903,-0.97037,-1
-0.98756,-0.9967,-1
0.99699,1.0134,-1
1.0083,1.0373,-1
0.99333,0.99992,-1
-1.0196,-0.98253,-1
1.0094,1.0082,-1
0.9647,1.027,-1
-0.99243,-1.0005,-1
0.98958,1.0204,-1
-1.0026,-0.99643,-1
-0.99614,-1.0081,-1
-1.0295,-0.98268,-1
-0.99783,-0.99901,-1
-1.0013,-1.0045,-1
0.98091,1.0085,-1
-1.0052,-0.98694,-1
-1.0271,-1.0265,-1
0.97629,0.9679,-1
-0.98003,-0.96332,-1
1.0287,1.0039,-1
-1.0372,-0.97615,-1
-0.97615,-1.0336,-1
-1.0132,-1.0019,-1
-0.95897,-0.98514,-1
1.0206,0.99829,-1
1.0036,1.01,-1
-1.035,-0.98836,-1
-0.99944,-1.0008,-1
-1.0076,-1.0219,-1
-1.0398,-1.0098,-1
1.0154,1.0134,-1
-0.9886,-0.99788,-1
1.0106,0.99685,-1
0.97177,1.0163,-1
0.96629,0.99357,-1
-0.97482,-1.0115,-1
-1.0024,-1.0319,-1
-0.99249,-1.004,-1
-1.0218,-1.0155,-1
